text,label
child is unconscious,Medical
truck caught fie,Fire
please water reached roof level save me,Flood
lpg gas leak,Gas Leak
truck lost control immediately,Road Accident
building collapsed after earthquake,Building Collapse
emergency our apartment basement flooded,Flood
children crying due to flod fast,Flood
diabetic patient unconscious please,Medical
factory is burning fast,Fire
strong water current outside,Flood
our office is on fir,Fire
bro our apartment is burning save me,Fire
emergency truck lost control,Road Accident
telephone poles collapsedd,Storm
sir current coming through water save us,Electrical Hazard
heavy rain floodsed our street,Flood
floor is vibrating,Earthquake
high voltage wire down please,Electrical Hazard
pls continuous soil movement,Landslide
patient is bleeding heavily now,Medical
please electric meter burning,Electrical Hazard
quick need immediate evacuation,Landslide
books falling from shelf quickly,Earthquake
fast gass leak in factory,Gas Leak
building may collapsed,Earthquake
need rescue urgently quickly,Building Collapse
everyone evacuated because of gas fast,Gas Leak
possible stroke immediately,Medical
wind storm damaged our house,Storm
power line broken,Electrical Hazard
help fire reached second floor,Fire
please black smke everywhere,Fire
earth moving continuously please,Earthquake
urgent bridge inaccessible,Landslide
sir switchboard caught fire save me,Electrical Hazard
apartment building collapsed now,Building Collapse
emergency roof is falling down,Building Collapse
quick main entrance blocked by debris,Building Collapse
bro do not know where gas is leaking,Gas Leak
suspected gaas cylinder failure save us,Gas Leak
fie after explosion,Fire
building building felld after earthquake,Building Collapse
cannot breathe because of smoke,Fire
transformer exploded please,Fire
family trapped inside building felld house,Building Collapse
please switchboard caught frie fast,Electrical Hazard
bus fell into canal,Road Accident
emergency building building fell save us,Building Collapse
factory electrical accident immediately,Electrical Hazard
building fall downd after earthshake,Building Collapse
save us! building building felld,Building Collapse
urgent person trapped under vehicle now,Road Accident
car accident on the highway please,Road Accident
help landslide getting worse,Landslide
our apartment is shaking,Earthquake
transformer making loud noise save us,Electrical Hazard
madam tree fell on our house,Storm
patient lost consciousness please,Medical
urgent people injured in landslide,Landslide
need immediate assistance fast,Gas Leak
people trapped inside building immediately,Fire
please need rescue urgently,Building Collapse
help several people injured fast,Road Accident
houses damaged by cyclone save me,Storm
heavy debris blocking road,Landslide
quick road blocked by landslide,Landslide
fast ceiling collapsed,Building Collapse
old building fall downd,Building Collapse
help fire after explosion fast,Fire
entire area under water fast,Flood
ceiling collapsed save us,Building Collapse
major collision quickly,Road Accident
sir thick smke coming out,Fire
sir ceiling is cracking,Earthquake
fast people trapped after landslide,Landslide
fast live wire on the road,Electrical Hazard
truck lost control fast,Road Accident
building damaged by wind quickly,Storm
many people injured after collapsed fast,Building Collapse
electric board caught fire,Fire
kitchen full of smkoe,Fire
danger of complete collapse now,Building Collapse
emergency children trapped under collapsed building,Building Collapse
pls water entered ground floor,Flood
elderly person collapsed,Medical
house flooded during cyclone,Storm
building collapsed after heavy rain quickly,Building Collapse
emergency difficulty in breathing immediately,Medical
cyclist hit by vehicle fast,Road Accident
urgent heavy rain floded our street immediately,Flood
need ambulance urgently save us,Medical
please gass cylinder exploded,Fire
fast electric poles have fallen,Storm
need rescue urgently save us,Building Collapse
gas regulator is leaking immediately,Gas Leak
please need evacuation immediately please,Flood
bro thick smoke coming out,Fire
need rescue boat please,Flood
sir electric short circuit,Electrical Hazard
high voltage danger,Electrical Hazard
please children injured in accident,Road Accident
possible stroke now,Medical
hospital floodsed,Flood
please send health emergency team,Medical
help snake bite emergency,Medical
car rolled over,Road Accident
people trapped inside car fast,Road Accident
severe allergic reaction,Medical
windows shattered due to wind immediately,Storm
emergency gas leak please,Gas Leak
sir building collapsed after heavy rain,Building Collapse
shopping mall building felld,Building Collapse
sir part of the building collapsed fast,Building Collapse
bro landslide after heavy rainfall,Landslide
urgent everything is burning,Fire
person hit by a car,Road Accident
sir please send rescue teams immediately,Storm
emergency gas leak save me,Gas Leak
please fan shaking violently fast,Earthquake
sir please! landslide,Landslide
urgent stairs are damaged,Earthquake
smoke everywhere save us,Fire
fast industrial gas leak,Gas Leak
school surrounded by water,Flood
strong smell of gas inside house fast,Gas Leak
pls heavy rain flooed our street,Flood
sir houses damaged by falling rocks,Landslide
fast! heavy storm quickly,Storm
fast our building has building felld save us,Building Collapse
urgent dam water released suddenly now,Flood
house developed huge cracks now,Earthquake
madam patient is bleeding heavily,Medical
bro our building has collapsedd,Building Collapse
help multiple vehicles collided,Road Accident
sir transformer exploded save me,Electrical Hazard
our apartment basement floodsed,Flood
mountain road collapsed now,Landslide
please our house is shaking,Earthquake
urgent bike accident near the junction now,Road Accident
electrical firee started,Electrical Hazard
gaas pipe is leaking,Gas Leak
sir vehicle caught firee after crash,Road Accident
soil sliding downhill now,Landslide
urgent car rolled over,Road Accident
sewer water mixed with flood now,Flood
village affected by landslide save me,Landslide
quick bus stand is completely flooed,Flood
need rescue after cyclone fast,Storm
car hit a tree fast,Road Accident
fast apartment building collapsed,Building Collapse
emergency strong water current outside,Flood
black smok everywhere,Fire
fast person received electric shock,Electrical Hazard
road cracked after earth shaking,Earthquake
pls soil sliding downhill,Landslide
wind storm water flooded road save us,Flood
fast power line snapped,Electrical Hazard
electric panel smoking immediately,Electrical Hazard
drains overflowing now,Flood
kitchen full of smoke please,Fire
help roof leaking badly,Storm
sir roads completely blocked,Storm
help! flod water entered our shop now,Flood
rain water entering house fast,Flood
help bridge damaged by landslide,Landslide
water entered ground floor please,Flood
lpg gaas leak,Gas Leak
cannot brethe because of smoke,Fire
please transformer exploded,Fire
my mother collapsed now,Medical
pls truck caught frie,Fire
kitchen unsafe because of gaas,Gas Leak
sir door is shaking,Earthquake
books falling from shelf now,Earthquake
help cannot cross because of landslide fast,Landslide
building tilted slightly please,Earthquake
save me! building collapsed,Building Collapse
urgent petrol bunk caught fir,Fire
roads completely blocked,Storm
help lpg gaas leak,Gas Leak
help rocks falling from hill,Landslide
pls house floded during cyclone quickly,Storm
quick cyclone warning issued,Storm
earth sliding down save us,Landslide
sofa caught frie,Fire
family trapped inside home quickly,Flood
madam help building may collapse quickly,Earthquake
madam pedestrian injured,Road Accident
sir bus accident,Road Accident
please trees uprooted everywhere please,Storm
gas is coming from the stove fast,Gas Leak
bus fell into canal please,Road Accident
diabetic patient unconscious,Medical
madam cannot go outside because of flood,Flood
sir electric poles inside floo water,Flood
everything is burning please,Fire
help telephone poles collapsedd,Storm
huge boulders on road please,Landslide
ambulance needed immediately,Road Accident
please help! need ambulance,Medical
cannot stop the gas leak,Gas Leak
wire sparking save us,Electrical Hazard
urgent glass windows broke,Earthquake
urgent save me! road accident,Road Accident
house destroyed completely save us,Building Collapse
broken arm after accident please,Medical
bro gass spreading throughout house,Gas Leak
fast river overflowed fast,Flood
quick road completely blocked now,Landslide
burning smell everywhere save us,Fire
please road washed away,Landslide
emergency! my building is burning,Fire
everyone evacuated because of gaas,Gas Leak
quick walls have huge cracks save us,Building Collapse
urgent storm water entered house,Storm
quick boats needed immediately,Flood
earth is moving,Earthquake
emergency vehicle overturned fast,Road Accident
need help gas leak save me,Gas Leak
quick lights are swinging quickly,Earthquake
please! current leakage,Electrical Hazard
help ceiling collapsed immediately,Building Collapse
urgent our office is on fire quickly,Fire
save me! gas leak in the kitchen immediately,Gas Leak
cannot breathe properly immediately,Medical
accident victim needs medical help fast,Medical
the whole area is shaking save us,Earthquake
rescue team required save us,Road Accident
forest frie nearby save me,Fire
school building caught fire,Fire
vehicle overturned save me,Road Accident
building shaking badly fast,Earthquake
bro river overflowed,Flood
glass windows broke,Earthquake
emergency landslide immediately,Landslide
bro possible gas leak save us,Gas Leak
pls bus fell into canal,Road Accident
storm water flooded road now,Flood
school building shaking save us,Earthquake
bus accident please,Road Accident
madam mudslide blocking road,Landslide
sir cyclist hit by vehicle,Road Accident
please need immediate evacuation,Landslide
bro roof is collapsing,Storm
quick electrical emergency please,Electrical Hazard
someone help! building shaking save us,Earthquake
flying debris everywhere please,Storm
hospital ward caught fire,Fire
high voltage emergency save me,Electrical Hazard
bro person hit by a car,Road Accident
please high voltage emergency,Electrical Hazard
trees buried in landslide,Landslide
road disappeared under water fast,Flood
high voltage emergency fast,Electrical Hazard
fast our village is flooded,Flood
building about to collapsed,Building Collapse
emergency! strong gass smell,Gas Leak
mountain road collapsedd,Landslide
please high voltage danger,Electrical Hazard
help! fie in my warehouse,Fire
live wire near school save us,Electrical Hazard
help road blocked by landslide,Landslide
need rescue after landslide,Landslide
gas leaking from pipeline immediately,Gas Leak
dust everywhere after collapsed please,Building Collapse
help our house is under water,Flood
urgent landslide near tunnel,Landslide
do not know where gass is leaking,Gas Leak
emergency burning smell everywhere,Fire
stairs are damaged fast,Earthquake
pls rescue team needed immediately immediately,Building Collapse
help us after cyclone quickly,Storm
fast people waiting for rescue,Flood
cannot stay inside because of gas smell quickly,Gas Leak
our village is flooded,Flood
fast storm destroyed our shop,Storm
sir need rescue urgently,Building Collapse
bike skid on road save us,Road Accident
help strong lpg smell from kitchen immediately,Gas Leak
emergency someone is unconscious,Medical
residents trapped immediately,Landslide
building collapsedd after heavy rain,Building Collapse
strom becoming stronger,Storm
sir heart patient building felld,Medical
building about to collapse save us,Building Collapse
help cannot move the injured fast,Road Accident
bro earthquake just happened,Earthquake
communication lost after wind storm,Storm
continuous soil movement,Landslide
electrical short circuit caused fire please,Fire
debris everywhere save me,Building Collapse
madam quick! building shaking,Earthquake
sir curtains caught fire,Fire
urgent! building collapsed,Building Collapse
cannot reach hospital because of flod,Flood
need first aid immediately please,Medical
building may collapse,Earthquake
flammable gas leaking,Gas Leak
residents trapped quickly,Landslide
sir gas is coming from the stove,Gas Leak
please wire caught fire,Fire
cannot stay inside because of gas smell save us,Gas Leak
please send frie brigade,Fire
pls emergency building building fell immediately,Building Collapse
heavy rain caused landslide immediately,Landslide
please need evacuation immediately now,Flood
fast ceiling is falling,Building Collapse
sir electric hazard,Electrical Hazard
bridge partially fall downd,Building Collapse
bed caught fir,Fire
save the accident victims now,Road Accident
electricity gone after cyclone immediately,Storm
many houses destroyed,Storm
help water coming inside house,Flood
burning smell from switchboard save us,Electrical Hazard
pls balcony collapsedd save us,Building Collapse
road blocked by building felld building,Building Collapse
car is burning,Fire
ac unit caught fire,Fire
fast our building is unsafe,Building Collapse
quick gas leak in office pantry immediately,Gas Leak
save us! road accident,Road Accident
switchboard caught frie,Electrical Hazard
pls residents evacuated due to gas please,Gas Leak
communication lost after storm,Storm
emergency road full of damaged vehicles,Road Accident
madam accident due to fog,Road Accident
cyclone warning issued please,Storm
cannot move the injured fast,Road Accident
fast! building collapsed,Building Collapse
building failure occurred save me,Building Collapse
strom damaged our house fast,Storm
sir save the patient,Medical
electric poles inside flood water,Flood
communication lost after strom,Storm
help building about to collapse,Building Collapse
kitchen unsafe because of gass,Gas Leak
madam need rescue after earthquake,Earthquake
urgent gass alarm is ringing save us,Gas Leak
bridge damaged after earth quack fast,Earthquake
help heavy tremors felt now,Earthquake
emergency do not know where gas is leaking,Gas Leak
gas emergency,Gas Leak
kitchen caught fire quickly,Fire
electric poles inside flood water save me,Flood
emergency! road accident,Road Accident
please fast! fire in my factory,Fire
emergency cannot leave home because of wind storm please,Storm
lorry accident,Road Accident
fast need emergency doctor immediately,Medical
please traffic stopped because of accident,Road Accident
high fever and unconscious,Medical
fast everyone evacuated because of gas,Gas Leak
strong earthquake felt save us,Earthquake
quick gaas alarm is ringing,Gas Leak
quick cannot stop the gas leak fast,Gas Leak
bro ambulnce has not arrived,Medical
people injured by electric shock immediately,Electrical Hazard
quick heavy rain and thunderstorm,Storm
gas regulator is leaking quickly,Gas Leak
pls strong water current outside,Flood
electric poles have fallen now,Storm
fast! electric shock save me,Electrical Hazard
floor is vibrating quickly,Earthquake
many vehicles stranded save us,Landslide
apartment building collapsed,Building Collapse
live cable exposed,Electrical Hazard
help us before explosion fast,Gas Leak
please many vehicles stranded now,Landslide
fan shaking violently,Earthquake
sir cyclone has reached our area,Storm
please help! strong gas smell fast,Gas Leak
building failure occurred fast,Building Collapse
children trapped in floods,Flood
fast walls are cracking,Earthquake
pls storm becoming stronger,Storm
gaas alarm is ringing fast,Gas Leak
need help gass leak immediately,Gas Leak
pls storm is getting worse,Storm
emergency landslide fast,Landslide
very strong winds outside,Storm
please help! electric shock,Electrical Hazard
vehicle caught frie,Fire
bridge partially fall downd save me,Building Collapse
burning smell everywhere,Fire
ceiling building felld now,Building Collapse
storm becoming stronger now,Storm
bridge fall downd due to flood immediately,Flood
our apartment is shaking save me,Earthquake
sir head-on collision,Road Accident
hailstorm damaged vehicles,Storm
cannot stay inside because of gass smell now,Gas Leak
urgent urgent! road accident,Road Accident
soil sliding downhill,Landslide
someone is unconscious fast,Medical
storm is getting worse,Storm
pls house destroyed completely,Building Collapse
madam house developed huge cracks fast,Earthquake
quick gas detected in basement,Gas Leak
madam current coming through water immediately,Electrical Hazard
bridge damaged by landslide,Landslide
emergency please! electric shock save me,Electrical Hazard
sir kitchen full of smke,Fire
roof is collapsing,Storm
huge flames in warehouse quickly,Fire
fuel leaking from vehicle fast,Road Accident
help accident happened just now,Road Accident
suspected gas cylinder failure save us,Gas Leak
quick save the patient,Medical
quick television fell down,Earthquake
current passing through gate quickly,Electrical Hazard
urgent! heavy storm save me,Storm
help danger of complete collapse,Building Collapse
urgent head-on collision,Road Accident
do not know where current is coming from quickly,Electrical Hazard
emergency! major accident,Road Accident
gaas smell everywhere,Gas Leak
help cannot reach village,Landslide
sir glass windows broke,Earthquake
urgent our ceiling is burning,Fire
multiple injured people please,Medical
bridge damaged by landslide quickly,Landslide
help heavy rain with strong winds quickly,Storm
pls road blocked by fall downd building,Building Collapse
pls gas smell becoming stronger,Gas Leak
help person had a seizure,Medical
bro people evacuated from village,Storm
emergency bike is burning,Fire
bro driver seriously injured,Road Accident
heavy wind water entered house please,Storm
madam our colony is flooed,Flood
water level is rising quickly quickly,Flood
bro strong smell of gas inside house,Gas Leak
sir please help! heavy heavy wind quickly,Storm
part of the building collapsedd,Building Collapse
fire after explosion,Fire
help internet cables snapped immediately,Storm
madam need rescue after cyclone,Storm
heart patient collapsedd save me,Medical
pls electric board caught fire,Fire
please hospital floded immediately,Flood
madam cannot leave home because of storm,Storm
please save the accident victims,Road Accident
family trapped inside home,Flood
possible gas leak please,Gas Leak
bed caught fir please,Fire
quick people waiting for rescue,Flood
emergency black smoke everywhere,Fire
emergency roads blocked because of flood,Flood
people trapped inside car immediately,Road Accident
dust everywhere after fall down,Building Collapse
madam mountain disaster,Landslide
my mother collapsed,Medical
gas alarm is ringing now,Gas Leak
lorry accident save us,Road Accident
current coming through water,Electrical Hazard
critical medical emergency,Medical
fast pole may fall immediately,Electrical Hazard
children trapped under collapsed building,Building Collapse
our colony is floded,Flood
roof caught fir,Fire
fast person swallowed poison,Medical
kitchen filled with gas smell quickly,Gas Leak
cannot reach hospital because of flood fast,Flood
sir tree blocking the road please,Storm
help gas spreading throughout house,Gas Leak
bro fast! patient sick emergency,Medical
help debris everywhere,Building Collapse
shopping mall caught fire,Fire
road disappeared under water now,Flood
fast telephone poles collapsed,Storm
bed caught fire,Fire
our office is on frie now,Fire
madam very strong winds outside,Storm
bus stand caught firee,Fire
fir in neighbour house,Fire
school building shaking immediately,Earthquake
need help immediately! floods water entered our house,Flood
please strong lpg smell from kitchen,Gas Leak
fast kitchen full of smoke,Fire
strong earthquake felt fast,Earthquake
kitchen filled with gas smell save us,Gas Leak
fast! my building is burning,Fire
part of the building building felld now,Building Collapse
sir driver unconscious after accident,Road Accident
walls are cracking fast,Earthquake
person hit by a car save us,Road Accident
bro family trapped in landslide save me,Landslide
bus accident,Road Accident
madam many residents trapped,Building Collapse
gass leak near hospital,Gas Leak
fast wall collapsed,Building Collapse
quick broken arm after accident,Medical
need ambulance urgently now,Medical
electrical fire started now,Electrical Hazard
save us! strong gas smell,Gas Leak
dust everywhere after collapsed,Building Collapse
bro major collision,Road Accident
bro help us landslide,Landslide
pls cyclone warning issued,Storm
fast accident due to heavy rain,Road Accident
residents evacuated due to gas fast,Gas Leak
hailheavy wind damaged vehicles,Storm
storm damaged our house immediately,Storm
need rescue after earth quack,Earthquake
someone help! building building felld,Building Collapse
please need ambulence urgently,Medical
madam people trapped near live wire,Electrical Hazard
people feeling dizzy because of gaas,Gas Leak
ceiling is falling,Building Collapse
staircase collapsedd,Building Collapse
sir rain water entering house fast,Flood
madam two cars crashed,Road Accident
my father fainted quickly,Medical
our office is on frie,Fire
need help gas leak,Gas Leak
fast people trapped near live wire,Electrical Hazard
urgent our house is shaking fast,Earthquake
emergency landslide,Landslide
factory caught fire,Fire
madam factory is burning,Fire
touching gate gives shock save me,Electrical Hazard
our village is badly affected please,Storm
industrial gas leak immediately,Gas Leak
please drains overflowing,Flood
staircase building felld,Building Collapse
electrical short circuit caused frie,Fire
urgent! heavy heavy wind,Storm
quick furniture shaking,Earthquake
soil sliding downhill please,Landslide
urgent lightning struck nearby,Storm
cannot reach village,Landslide
driver unconscious after accident save me,Road Accident
fast high speed winds everywhere,Storm
help need help immediately! my restaurant is burning,Fire
blood pressure very low fast,Medical
please dangerous electric sparks,Electrical Hazard
roof collapsed suddenly save us,Building Collapse
road completely blocked save me,Road Accident
road disappeared due to landslide save me,Landslide
please accident near railway crossing,Road Accident
madam high voltage emergency,Electrical Hazard
cars damaged by trees,Storm
industrial gaas leak please,Gas Leak
sir power cable broken,Electrical Hazard
help roads blocked because of floods,Flood
urgent need emergency doctor save me,Medical
emergency earth quake just happened fast,Earthquake
madam objects falling down,Earthquake
emergency our village is flooded fast,Flood
save me! building shaking,Earthquake
shopping mall collapsed,Building Collapse
major collision save us,Road Accident
emergency building collapse,Building Collapse
urgent kitchen full of smkoe,Fire
sir emergency due to cyclone,Storm
help firee in neighbour house,Fire
our ceiling is burning save me,Fire
cannot reach hospital because of flood save us,Flood
help us rescue immediately quickly,Flood
curtains caught fire,Fire
heavy rain floodsed our street save us,Flood
restaurant kitchen caught frie,Fire
emergency our building has fall downd,Building Collapse
mountain disaster save me,Landslide
sir floor is vibrating,Earthquake
quick bridge damaged by landslide,Landslide
help flood everywhere please,Flood
please please send rescue teams,Storm
please everyone is panicking,Earthquake
office building collapsedd,Building Collapse
earth moving continuously fast,Earthquake
fast our ceiling is burning save us,Fire
huge flames in mall,Fire
save me! house fall downd save us,Building Collapse
fire in neighbour house,Fire
gas leakage detected save me,Gas Leak
emergency debris everywhere,Earthquake
gaas cylinder is leaking,Gas Leak
please lpg gas leak fast,Gas Leak
please objects falling down,Earthquake
madam emergency road accident,Road Accident
cannot stay inside because of gass smell,Gas Leak
many people injured after building fell immediately,Building Collapse
urgent! road accident now,Road Accident
high speed winds everywhere immediately,Storm
tree fell on our house,Storm
pls help building may collapse,Earthquake
fast windows shattered due to wind,Storm
driver seriously injured please,Road Accident
bike accident near the junction please,Road Accident
generator caught fir fast,Electrical Hazard
water reached roof level immediately,Flood
everyone evacuated because of gas,Gas Leak
many people injured after collapse save me,Building Collapse
road blocked by collapsed building fast,Building Collapse
accident victim needs medical help,Medical
emergency gas cylinder is leaking,Gas Leak
pls road completely blocked please,Landslide
children trapped in floo please,Flood
severe allergic reaction quickly,Medical
sir vehicle overturned,Road Accident
pedestrian injured,Road Accident
mountain road collapsed save me,Landslide
madam cannot breathe because of smok,Fire
fast person received electric shock immediately,Electrical Hazard
please need rescue boat,Flood
cannot escape because of smok,Fire
quick help flood everywhere,Flood
lightning struck nearby immediately,Storm
warehouse caught fire immediately,Fire
blood pressure very low save me,Medical
quick rescue team required,Road Accident
wire caught fire save us,Fire
bridge collapsedd due to flood,Flood
cannot leave home because of wind storm,Storm
sir need emergency shelter,Storm
fuel leaking from vehicle quickly,Road Accident
help main entrance blocked by debris,Building Collapse
help animals trapped in flood quickly,Flood
gaas emergency,Gas Leak
road washed away save me,Landslide
stairs blocked by fire,Fire
help gas detected in basement,Gas Leak
madam car is burning,Fire
please! need ambulance,Medical
house flooded during cyclone please,Storm
quick! gas leak in the kitchen,Gas Leak
please vehicle caught fire,Fire
road completely blocked,Landslide
houses damaged by cyclone,Storm
pls building shaking and collapsing,Building Collapse
help car fell into ditch,Road Accident
toxic gas smell,Gas Leak
hospital ward caught fie,Fire
construction building fall downd immediately,Building Collapse
sir sewer water mixed with flood,Flood
cannot stay inside because of gas smell,Gas Leak
sir lightning struck nearby,Storm
help accident victims,Road Accident
shops flooded fast,Flood
water coming inside house save me,Flood
need rescue after earthquake,Earthquake
fast truck lost control now,Road Accident
madam family trapped inside collapsed house,Building Collapse
warehouse caught fire please,Fire
urgent cannot escape because of smok,Fire
help cupboard fell,Earthquake
pls cyclone has reached our area now,Storm
kitchen full of smoke immediately,Fire
gas leak near restaurant quickly,Gas Leak
dust everywhere after collapsed quickly,Building Collapse
save us! earthquake,Earthquake
madam staircase fall downd,Building Collapse
help telephone poles collapsed,Storm
urgent! building shaking save me,Earthquake
building cracking badly please,Building Collapse
children trapped under collapsedd building save us,Building Collapse
help need rescue boat,Flood
help suspected gas cylinder failure,Gas Leak
roof caught fire please,Fire
help wind storm becoming stronger please,Storm
continuous rain causing flood save us,Flood
many people injured after building fell fast,Building Collapse
bro cyclist hit by vehicle save me,Road Accident
vehicle overturned,Road Accident
emergency building collapsed,Building Collapse
madam quick! house collapsed quickly,Building Collapse
fast sparks everywhere,Electrical Hazard
help strong smell of gas inside house,Gas Leak
help storm water entered house,Storm
help our apartment basement flooded,Flood
quick huge cracks in the building,Building Collapse
gass leak caused firee,Fire
children trapped inside burning house now,Fire
pls mud entered our house,Landslide
save us! cyclone approaching,Storm
pls black smoke everywhere,Fire
hospital flooed,Flood
gas regulator is leaking,Gas Leak
gas leak caused fir please,Fire
fast! floods water entered our railway station,Flood
stairs blocked by fie,Fire
gas leak in office pantry quickly,Gas Leak
bro need emergency doctor,Medical
multiple vehicles collided,Road Accident
hailwind storm damaged vehicles,Storm
urgent flying debris everywhere,Storm
help large rocks on road,Landslide
someone help! electric shock,Electrical Hazard
madam need electricity department,Electrical Hazard
pls heavy smoke from bedroom,Fire
snake bite emergency,Medical
quick water reached roof level,Flood
quick person hit by a car,Road Accident
soil sliding downhill save me,Landslide
wind storm water entered house,Storm
need rescue after cyclone now,Storm
sir urgent! electric shock,Electrical Hazard
two cars crashed,Road Accident
accident on bridge save us,Road Accident
madam ceiling is cracking fast,Earthquake
petrol bunk caught fire,Fire
bro need help immediately! road accident,Road Accident
rescue team needed immediately now,Building Collapse
school building collapsedd please,Building Collapse
help bridge partially building felld,Building Collapse
bro woman fainted suddenly now,Medical
please building shaking and collapsing now,Building Collapse
someone help! heavy storm,Storm
my mother collapsed save me,Medical
fast building felld structure blocking road now,Building Collapse
communication lost after heavy wind,Storm
fir spreading quickly fast,Fire
cannot go outside because of floo,Flood
quick large rocks on road quickly,Landslide
school building caught firee,Fire
bro petrol bunk caught firee,Fire
bro please! major accident,Road Accident
help road washed away,Landslide
kitchen unsafe because of gas,Gas Leak
madam person trapped and injured,Medical
please water near electric wire,Electrical Hazard
drains overflowing please,Flood
houses damaged by falling rocks,Landslide
pls fast! building collapsed save me,Building Collapse
quick our apartment is shaking now,Earthquake
black smoke everywhere,Fire
cars floating in water save me,Flood
child touched live wire save me,Electrical Hazard
rescue teams required,Landslide
quick roof is cracking,Earthquake
emergency! my college is burning,Fire
gas leak in office pantry,Gas Leak
sir glass shattered everywhere,Road Accident
our office is on frie immediately,Fire
our village is badly affected fast,Storm
mud everywhere save me,Landslide
bus accident now,Road Accident
sir switchboard caught fire,Electrical Hazard
please soil sliding downhill,Landslide
madam bike skid on road please,Road Accident
car rolled over fast,Road Accident
emergency people injured by electric shock,Electrical Hazard
urgent wall collapsed,Building Collapse
thick smoke coming out,Fire
help kitchen unsafe because of gaas,Gas Leak
help trees uprooted everywhere save me,Storm
quick trees uprooted everywhere,Storm
madam cannot reach hospital because of flood,Flood
transformer exploded save us,Fire
urgent staircase building felld,Building Collapse
need first aid immediately now,Medical
our office is on fie,Fire
someone help! landslide please,Landslide
someone help! medical emergency,Medical
quick emergency building fall down,Building Collapse
children trapped in flood quickly,Flood
bro electrical disaster,Electrical Hazard
mud entered our house save us,Landslide
gas leak in office pantry please,Gas Leak
urgent people trapped after storm save us,Storm
madam bus accident save us,Road Accident
help heavy tremors felt,Earthquake
driver seriously injured,Road Accident
emergency shopping mall collapsed fast,Building Collapse
bro possible explosion due to gass,Gas Leak
help! heavy storm save us,Storm
dam water released suddenly please,Flood
huge flames in street,Fire
shops flooded please,Flood
ceiling fall downd,Building Collapse
drains overflowing,Flood
vehicle caught fir after crash,Road Accident
bus accident quickly,Road Accident
many people injured after collapse,Building Collapse
mountain road collapsed,Landslide
please staircase building felld,Building Collapse
serious head injury,Medical
emergency glass windows broke,Earthquake
house developed huge cracks,Earthquake
urgent burning smell everywhere,Fire
madam entire area under water,Flood
our building has fall downd quickly,Building Collapse
emergency! fire in my warehouse,Fire
our house is shaking save me,Earthquake
building collapsed after earth quack,Building Collapse
dust everywhere after building fell,Building Collapse
fast bridge damaged after earthquake,Earthquake
our building is unsafe fast,Earthquake
please bricks falling from wall,Building Collapse
burning smell everywhere immediately,Fire
quick hill collapsing please,Landslide
traffic stopped because of accident now,Road Accident
heavy bleeding now,Medical
bro immediate electrical assistance needed,Electrical Hazard
emergency my mother collapsed,Medical
accident happened just now save me,Road Accident
sir school building shaking please,Earthquake
quick our area has no electricity,Storm
emergency woman fainted suddenly,Medical
power outage after explosion now,Electrical Hazard
strong earth shaking felt,Earthquake
quick person trapped and injured,Medical
sir building tilted slightly,Earthquake
sparks everywhere now,Electrical Hazard
quick help electric shock,Electrical Hazard
urgent accident due to fog,Road Accident
cannot reach trapped people fast,Building Collapse
smoke everywhere immediately,Fire
quick! earthquake,Earthquake
fast drains overflowing,Flood
bro storm becoming stronger,Storm
toxic gas smell please,Gas Leak
people trapped under debris,Building Collapse
large rocks on road save me,Landslide
bro tree blocking the road,Storm
urgent smoke everywhere,Fire
door is shaking now,Earthquake
our apartment basement flooed please,Flood
quick hospital floodsed,Flood
bro people stranded on rooftop,Flood
please people injured in landslide,Landslide
quick heavy bleeding,Medical
urgent building tilted slightly,Earthquake
quick road completely submerged,Flood
water near electric wire now,Electrical Hazard
everyone evacuated because of gas now,Gas Leak
building damaged by wind please,Storm
chemical smell inside building please,Gas Leak
danger of complete collapse fast,Building Collapse
please storm damaged our house,Storm
person had a seizure,Medical
quick vehicles washed away,Flood
please electric poles inside flood water,Flood
urgent kitchen full of smke,Fire
gas alarm is ringing save us,Gas Leak
need help immediately! need ambulans,Medical
fast road completely blocked,Landslide
urgent cannot reach village quickly,Landslide
help continuous soil movement,Landslide
please bridge is underwater,Flood
heavy smok from restaurant,Fire
fast heavy bleeding after accident save me,Road Accident
our apartment is burning save us,Fire
madam high speed winds everywhere save us,Storm
emergency need food and water,Flood
pls kitchen caught fire,Fire
sir do not know where gaas is leaking,Gas Leak
need rescue after earthshake now,Earthquake
wall collapsed now,Building Collapse
bro mountain collapsed,Landslide
landslide getting worse fast,Landslide
quick need ambulnce after accident save us,Road Accident
save me! major accident,Road Accident
building damaged by wind now,Storm
bro cracks appeared on wall now,Earthquake
road cracked after earth shaking now,Earthquake
our office is on firee save us,Fire
ambulence needed immediately,Road Accident
need food and water,Flood
pls severe allergic reaction fast,Medical
ac unit caught fire save us,Fire
mud everywhere save us,Landslide
heavy wind water entered house,Storm
head injury after fall save us,Medical
heart patient collapsedd,Medical
children inside during gass leak fast,Gas Leak
pls water near electric wire,Electrical Hazard
accident happened just now quickly,Road Accident
trees falling continuously immediately,Storm
bro possible stroke,Medical
quick please! building shaking,Earthquake
sir walls have huge cracks,Building Collapse
sir debris everywhere,Building Collapse
lift trapped after building fell save us,Building Collapse
patient cannot walk save me,Medical
please send emergency team immediately,Gas Leak
please mud entered our house,Landslide
snake bite emergency now,Medical
help our apartment is shaking now,Earthquake
blood pressure very low now,Medical
